ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10194,39,54.94,2142.66,2003-11-25,Shipped,11,2003,Trucks and Buses,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10206,36,58.82,2117.52,2003-12-05,Shipped,12,2003,Trucks and Buses,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Small
10217,39,62.05,2419.95,2004-02-04,Shipped,2,2004,Trucks and Buses,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10229,30,73.04,2191.2,2004-03-11,Shipped,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10245,44,69.16,3043.04,2004-05-04,Shipped,5,2004,Trucks and Buses,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10258,20,61.41,1228.2,2004-06-15,Shipped,6,2004,Trucks and Buses,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10270,21,63.35,1330.35,2004-07-19,Shipped,7,2004,Trucks and Buses,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10281,36,77.57,2792.52,2004-08-19,Shipped,8,2004,Trucks and Buses,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10291,32,71.75,2296.0,2004-09-08,Shipped,9,2004,Trucks and Buses,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10304,36,73.04,2629.44,2004-10-11,Shipped,10,2004,Trucks and Buses,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10313,34,56.24,1912.16,2004-10-22,Shipped,10,2004,Trucks and Buses,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Small
10324,48,100.0,8209.44,2004-11-05,Shipped,11,2004,Trucks and Buses,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Large
10333,33,73.69,2431.77,2004-11-18,Shipped,11,2004,Trucks and Buses,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Small
10348,31,100.0,3139.99,2004-11-01,Shipped,11,2004,Trucks and Buses,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Medium
10358,36,100.0,5669.64,2004-12-10,Shipped,12,2004,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10370,25,100.0,3160.25,2005-01-20,Shipped,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10382,48,100.0,6799.68,2005-02-17,Shipped,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10411,27,69.16,1867.32,2005-05-01,Shipped,5,2005,Trucks and Buses,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Small
10424,44,61.41,2702.04,2005-05-31,In Process,5,2005,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10106,33,72.92,2406.36,2003-02-17,Shipped,2,2003,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10120,29,72.23,2094.67,2003-04-29,Shipped,4,2003,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10133,49,57.1,2797.9,2003-06-27,Shipped,6,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10144,20,81.86,1637.2,2003-08-13,Shipped,8,2003,Vintage Cars,Royale Belge,"Boulevard Tirou, 255",Charleroi,,Belgium,EMEA,Small
10168,31,73.61,2281.91,2003-10-28,Shipped,10,2003,Vintage Cars,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Small
10210,39,59.16,2307.24,2004-01-12,Shipped,1,2004,Vintage Cars,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10223,20,66.04,1320.8,2004-02-20,Shipped,2,2004,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10235,34,77.73,2642.82,2004-04-02,Shipped,4,2004,Vintage Cars,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10250,50,61.22,3061.0,2004-05-11,Shipped,5,2004,Vintage Cars,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Medium
10275,28,63.97,1791.16,2004-07-23,Shipped,7,2004,Vintage Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10284,50,81.86,4093.0,2004-08-21,Shipped,8,2004,Vintage Cars,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Medium
10297,28,79.8,2234.4,2004-09-16,Shipped,9,2004,Vintage Cars,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Small
10308,46,66.04,3037.84,2004-10-15,Shipped,10,2004,Vintage Cars,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Medium
10316,24,59.16,1419.84,2004-11-01,Shipped,11,2004,Vintage Cars,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10328,24,81.17,1948.08,2004-11-12,Shipped,11,2004,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10340,39,59.16,2307.24,2004-11-24,Shipped,11,2004,Vintage Cars,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Small
10353,40,44.51,1780.4,2004-12-04,Shipped,12,2004,Vintage Cars,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Small
10361,49,72.33,3544.17,2004-12-17,Shipped,12,2004,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Medium
10375,44,82.26,3619.44,2005-02-03,Shipped,2,2005,Vintage Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10388,35,100.0,3918.95,2005-03-03,Shipped,3,2005,Vintage Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10398,22,67.41,1483.02,2005-03-30,Shipped,3,2005,Vintage Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10416,26,61.22,1591.72,2005-05-10,Shipped,5,2005,Vintage Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10108,31,100.0,3669.78,2003-03-03,Shipped,3,2003,Motorcycles,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Medium
10121,25,86.74,2168.5,2003-05-07,Shipped,5,2003,Motorcycles,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10135,30,89.8,2694.0,2003-07-02,Shipped,7,2003,Motorcycles,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10145,27,100.0,3251.34,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10159,23,100.0,2347.15,2003-10-10,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10169,34,100.0,3920.88,2003-11-04,Shipped,11,2003,Motorcycles,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10180,22,100.0,2514.6,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Small
10190,42,85.72,3600.24,2003-11-19,Shipped,11,2003,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10211,37,100.0,4040.03,2004-01-15,Shipped,1,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10224,30,100.0,3336.9,2004-02-21,Shipped,2,2004,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10237,27,100.0,3113.64,2004-04-05,Shipped,4,2004,Motorcycles,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10252,25,100.0,2832.0,2004-05-26,Shipped,5,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Small
10264,34,97.97,3330.98,2004-06-30,Shipped,6,2004,Motorcycles,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Medium
10276,38,100.0,4304.64,2004-08-02,Shipped,8,2004,Motorcycles,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Medium
10285,26,100.0,2600.26,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Small
10299,38,100.0,4382.16,2004-09-30,Shipped,9,2004,Motorcycles,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Medium
10309,50,84.7,4235.0,2004-10-15,Shipped,10,2004,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10319,22,100.0,2626.8,2004-11-03,Shipped,11,2004,Motorcycles,Microscale Inc.,5290 North Pendale Street,NYC,NY,USA,NAM,Small
10331,32,100.0,5026.56,2004-11-17,Shipped,11,2004,Motorcycles,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,USA,NAM,Medium
10341,31,71.02,2201.62,2004-11-24,Shipped,11,2004,Motorcycles,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10355,40,100.0,4326.8,2004-12-07,Shipped,12,2004,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10365,22,100.0,3425.18,2005-01-07,Shipped,1,2005,Motorcycles,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10375,41,100.0,4701.88,2005-02-03,Shipped,2,2005,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10390,45,48.98,2204.1,2005-03-04,Shipped,3,2005,Motorcycles,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10403,45,100.0,5189.4,2005-04-08,Shipped,4,2005,Motorcycles,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,,UK,EMEA,Medium
10106,39,40.15,1565.85,2003-02-17,Shipped,2,2003,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10120,49,50.62,2480.38,2003-04-29,Shipped,4,2003,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10133,27,50.19,1355.13,2003-06-27,Shipped,6,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10143,34,36.66,1246.44,2003-08-10,Shipped,8,2003,Vintage Cars,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10156,20,41.02,820.4,2003-10-08,Shipped,10,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10168,48,51.93,2492.64,2003-10-28,Shipped,10,2003,Vintage Cars,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Small
10199,29,38.4,1113.6,2003-12-01,Shipped,12,2003,Vintage Cars,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,USA,NAM,Small
10210,43,41.02,1763.86,2004-01-12,Shipped,1,2004,Vintage Cars,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10223,41,46.26,1896.66,2004-02-20,Shipped,2,2004,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10235,41,35.35,1449.35,2004-04-02,Shipped,4,2004,Vintage Cars,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10250,36,51.93,1869.48,2004-05-11,Shipped,5,2004,Vintage Cars,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10275,38,45.39,1724.82,2004-07-23,Shipped,7,2004,Vintage Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10284,33,51.93,1713.69,2004-08-21,Shipped,8,2004,Vintage Cars,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Small
10296,26,48.44,1259.44,2004-09-15,Shipped,9,2004,Vintage Cars,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,,Germany,EMEA,Small
10308,47,43.64,2051.08,2004-10-15,Shipped,10,2004,Vintage Cars,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Small
10316,34,47.57,1617.38,2004-11-01,Shipped,11,2004,Vintage Cars,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10328,34,51.93,1765.62,2004-11-12,Shipped,11,2004,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10340,40,50.62,2024.8,2004-11-24,Shipped,11,2004,Vintage Cars,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Small
10353,40,82.21,3288.4,2004-12-04,Shipped,12,2004,Vintage Cars,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Medium
10361,33,82.59,2725.47,2004-12-17,Shipped,12,2004,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10375,49,65.8,3224.2,2005-02-03,Shipped,2,2005,Vintage Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10388,27,100.0,3211.38,2005-03-03,Shipped,3,2005,Vintage Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10398,49,36.66,1796.34,2005-03-30,Shipped,3,2005,Vintage Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10416,37,51.93,1921.41,2005-05-10,Shipped,5,2005,Vintage Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10104,33,100.0,3705.24,2003-01-31,Shipped,1,2003,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10115,27,100.0,2843.91,2003-04-04,Shipped,4,2003,Trucks and Buses,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Small
10127,46,100.0,6176.42,2003-06-03,Shipped,6,2003,Trucks and Buses,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10141,44,100.0,5500.44,2003-08-01,Shipped,8,2003,Trucks and Buses,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10151,26,100.0,3220.1,2003-09-21,Shipped,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Medium
10165,48,94.92,4556.16,2003-10-22,Shipped,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10176,23,100.0,3114.89,2003-11-06,Shipped,11,2003,Trucks and Buses,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Medium
10184,45,100.0,4948.2,2003-11-14,Shipped,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,Spain,EMEA,Medium
10195,49,100.0,5161.17,2003-11-25,Shipped,11,2003,Trucks and Buses,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Medium
10207,28,94.92,2657.76,2003-12-09,Shipped,12,2003,Trucks and Buses,Diecast Collectables,6251 Ingle Ln.,Boston,MA,USA,NAM,Small
10220,37,100.0,3983.05,2004-02-12,Shipped,2,2004,Trucks and Buses,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Medium
10230,34,100.0,3974.94,2004-03-15,Shipped,3,2004,Trucks and Buses,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Medium
10246,22,100.0,2928.42,2004-05-05,Shipped,5,2004,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10259,29,100.0,3054.57,2004-06-15,Shipped,6,2004,Trucks and Buses,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Medium
10271,34,98.39,3345.26,2004-07-20,Shipped,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10282,38,100.0,4310.72,2004-08-20,Shipped,8,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10292,41,100.0,4983.14,2004-09-08,Shipped,9,2004,Trucks and Buses,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10305,42,100.0,4618.32,2004-10-13,Shipped,10,2004,Trucks and Buses,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Medium
10314,28,100.0,3403.12,2004-10-22,Shipped,10,2004,Trucks and Buses,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Medium
10325,38,100.0,5190.42,2004-11-05,Shipped,11,2004,Trucks and Buses,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10336,23,100.0,3141.57,2004-11-20,Shipped,11,2004,Trucks and Buses,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10350,31,71.4,2213.4,2004-12-02,Shipped,12,2004,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10359,46,100.0,4896.7,2004-12-15,Shipped,12,2004,Trucks and Buses,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10371,48,56.55,2714.4,2005-01-23,Shipped,1,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10383,29,100.0,3087.05,2005-02-22,Shipped,2,2005,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10395,46,100.0,5692.96,2005-03-17,Shipped,3,2005,Trucks and Buses,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Medium
10412,26,100.0,3460.86,2005-05-03,Shipped,5,2005,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10425,18,100.0,1895.94,2005-05-31,In Process,5,2005,Trucks and Buses,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10104,32,53.31,1705.92,2003-01-31,Shipped,1,2003,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10117,21,49.21,1033.41,2003-04-16,Shipped,4,2003,Trains,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10127,46,69.12,3179.52,2003-06-03,Shipped,6,2003,Trains,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10142,42,49.79,2091.18,2003-08-08,Shipped,8,2003,Trains,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10153,31,57.41,1779.71,2003-09-28,Shipped,9,2003,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10165,38,66.78,2537.64,2003-10-22,Shipped,10,2003,Trains,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10176,38,64.44,2448.72,2003-11-06,Shipped,11,2003,Trains,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10185,20,48.62,972.4,2003-11-14,Shipped,11,2003,Trains,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10196,46,62.09,2856.14,2003-11-26,Shipped,11,2003,Trains,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Small
10208,30,65.61,1968.3,2004-01-02,Shipped,1,2004,Trains,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10220,30,68.54,2056.2,2004-02-12,Shipped,2,2004,Trains,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Small
10230,43,52.14,2242.02,2004-03-15,Shipped,3,2004,Trains,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Small
10247,49,63.85,3128.65,2004-05-05,Shipped,5,2004,Trains,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10272,43,56.82,2443.26,2004-07-20,Shipped,7,2004,Trains,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10282,37,66.78,2470.86,2004-08-20,Shipped,8,2004,Trains,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10292,35,55.07,1927.45,2004-09-08,Shipped,9,2004,Trains,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10306,34,60.34,2051.56,2004-10-14,Shipped,10,2004,Trains,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10314,38,61.51,2337.38,2004-10-22,Shipped,10,2004,Trains,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10325,44,100.0,5932.96,2004-11-05,Shipped,11,2004,Trains,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10337,21,100.0,2296.77,2004-11-21,Shipped,11,2004,Trains,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Small
10350,44,100.0,6490.88,2004-12-02,Shipped,12,2004,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10359,25,64.93,1623.25,2004-12-15,Shipped,12,2004,Trains,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10372,24,58.58,1405.92,2005-01-26,Shipped,1,2005,Trains,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10383,38,60.06,2282.28,2005-02-22,Shipped,2,2005,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10395,45,100.0,8977.05,2005-03-17,Shipped,3,2005,Trains,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Large
10413,51,63.85,3256.35,2005-05-05,Shipped,5,2005,Trains,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Medium
10108,34,82.99,2821.66,2003-03-03,Shipped,3,2003,Motorcycles,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Small
10121,44,74.85,3293.4,2003-05-07,Shipped,5,2003,Motorcycles,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10135,44,96.0,4224.0,2003-07-02,Shipped,7,2003,Motorcycles,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10145,38,81.36,3091.68,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10159,31,71.6,2219.6,2003-10-10,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10169,48,80.55,3866.4,2003-11-04,Shipped,11,2003,Motorcycles,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10180,21,93.56,1964.76,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Small
10190,40,66.72,2668.8,2003-11-19,Shipped,11,2003,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10211,40,80.55,3222.0,2004-01-15,Shipped,1,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10224,50,77.29,3864.5,2004-02-21,Shipped,2,2004,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10237,20,68.34,1366.8,2004-04-05,Shipped,4,2004,Motorcycles,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Small
10252,48,72.41,3475.68,2004-05-26,Shipped,5,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10264,47,89.5,4206.5,2004-06-30,Shipped,6,2004,Motorcycles,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Medium
10276,21,70.78,1486.38,2004-08-02,Shipped,8,2004,Motorcycles,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Small
10285,39,78.92,3077.88,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Medium
10299,44,80.55,3544.2,2004-09-30,Shipped,9,2004,Motorcycles,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Medium
10309,28,88.68,2483.04,2004-10-15,Shipped,10,2004,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10319,45,77.29,3478.05,2004-11-03,Shipped,11,2004,Motorcycles,Microscale Inc.,5290 North Pendale Street,NYC,NY,USA,NAM,Medium
10331,20,100.0,3657.8,2004-11-17,Shipped,11,2004,Motorcycles,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,USA,NAM,Medium
10341,38,100.0,4682.36,2004-11-24,Shipped,11,2004,Motorcycles,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Medium
10356,26,100.0,3937.7,2004-12-09,Shipped,12,2004,Motorcycles,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Medium
10365,44,100.0,4984.32,2005-01-07,Shipped,1,2005,Motorcycles,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10375,49,100.0,5406.66,2005-02-03,Shipped,2,2005,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10390,22,100.0,3491.18,2005-03-04,Shipped,3,2005,Motorcycles,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10403,31,68.34,2118.54,2005-04-08,Shipped,4,2005,Motorcycles,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,,UK,EMEA,Small
